Data,Pastabos,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas,Adresas
2018-11-07,"atkarpoje nuo L. Sapiegos g. iki Vilniaus g. bus tikrinama vandentiekio linija ir įvadai. Pastebėjus, jog sutriko vandens tiekimas, gyventojų prašoma skambinti avarinei tarnybai tel. (8 37) 31 35 92.",Laisvės al.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-07,remontuojama vandentiekio linija.,Chemijos g. 29A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-07,remontuojamas vandens apskaitos mazgas.,Savanorių pr. 129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-07,remontuojamas vandentiekio įvadas.,E. Ožeškienės g. 45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-07,tikrinamos vandentiekio sklendės.,Vandžiogalos g.,Stumbro g.,Siūlų g.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-07,matuojamas vandens slėgis.,Trakų g.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-07,tikrinami ir plaunami lietaus ir buitinių nuotekų tinklai.,Vytauto pr.19,Tvirtovės al. 86,Kovo 11 - osios g. 57 Pramonės pr. 9,A. Juozapavičiaus pr. 114,Dubingių g. 1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-07,valomi šuliniai.,S. Santvaro g. 46-44,Prancūzų g. 68A,Dubingių g. 1,Kovo 11-osios g. 57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-06,Dėl vandentiekio remonto darbų 7 d. nuo 9 val. iki 18 val. laikinai bus nutrauktas vandens tiekimas. Atnaujinus vandens tiekimą gali pablogėti vandens kokybė.,Šilelio g.,Įgulos g.,Seminarijos g.,Varpo g.,Vijuonos g.,Girios g.,Tūkstantmečio g.,Neringos g.,Žuvų g. (Šakių k. Domeikavos seniūnija),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-06,prieš nutraukiant vandens tiekimą tikrinamos sklendės ir vandentiekio tinklai.,"Tetervinų al., Šakių k.","Verkių g. 63, Šakių k.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-06,permontuojami vandens apskaitos mazgai.,V. Landsbergio - Žemkalnio g. 9,M. Daukšos g. 16,Aukštųjų Kaniūkų g. 41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-06,tikslinamos vandens nutekėjimo vietos.,Atžalyno g. (Garliava),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-06,remontuojami šuliniai.,Obuolių g. 3,Veršvos g. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-06,tikrinami ir plaunami lietaus ir buitinių nuotekų tinklai.,Šilainių pl. 19,Naujakurių g. 30,Taikos pr. 70,86,Pramonės pr. 9,Prancūzų g. 68A,Pilėnų g. 6,Demokratų g. 37,Šv. Gertrūdos g. 39,Smėlio g.,Mažoji g.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-06,tikslinimai neteisėti lietaus nuotekų pajungimo į buitinių nuotekų tinklą atvejai.,Gvazdikų g.,Darbininkų g.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-05,remontuojama vandentiekio linija.,Kopų g. 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-05,keičiama vandentiekio sklendė.,Vasario 16-osios g. 8 (Garliava),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-05,tikrinami vandentiekio tinklai.,Šiaurės pr. 41,Pramonės pr. 99,R. Kalantos g. 7,Atžalyno g. 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-05,tikrinamos vandentiekio sklendės.,A. Mackevičiaus g.,J. Zikaro g.,Perlojos g.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-05,"tikrinami ir remontuojami šuliniai, keičiami dangčiai.",Neries krantinė 2,Pilėnų g. 6,M. Daukšos g. 34A,Radastų g. 31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-05,tikrinami ir plaunami lietaus ir buitinių nuotekų tinklai.,Mokyklos g. 9,P. Višinskio g. 77,A. Smetonos al. 57,Pabiržės g. 22,Karaliaus Mindaugo pr. 40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-02,vyks šulinių remontas,M. Daukšos g. 34A,Ašigalio g. 53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-02,buitinių nuotekų linijos remontas,Kareivinių g. 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-02,buitinių nuotekų tinklų patikra sauso dūmo generatoriumi.,Gvazdikų g.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-02,bus tikrinami ir plaunami buitinių ir lietaus nuotekų tinklai.,Europos pr. 70,Mokyklos g. 9,T. Masiulio g. 16,Vaižganto g. 9,Kazliškių g. 26,Baltijos g. 65,Geležinkelio g. 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-31,remontuojamas vandens apskaitos mazgas.,Kovo 11-osios g. 37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-31,remontuojama vandentiekio kamera.,V. Krėvės pr. 58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-31,keičiamas šulinio liukas ir dangtis.,Šarkuvos g. 33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-31,"tikrinami  tinklai, šuliniai ir sklendės.",A. Smetonos al.,Ringuvos g. 32,A. Juozapavičiaus pr. 32,Smėlio g.,Malūno g.,Perlojos g.,Tilto g.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-31,remontuojama buitinių nuotekų tinklo linija.,Trakų g. 33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-31,tikrinami ir plaunami lietaus ir buitinių nuotekų tinklai.,J. Žemgulio g. 7,Kęstučio g. 23A,Ašigalio g. 53,Prancūzų g. 45,Vaižganto g. 9,Jonavos g. 164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-31,valomi šuliniai.,Žalioji g. 11,Prancūzų g. 70,Zarasų g. 32,Ašigalio g. 35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30,Dėl vandentiekio rekonstrukcijos darbų 30 d. 23 val. iki 31 d. 6 val. laikinai bus nutrauktas vandens tiekimas. Atnaujinus vandens tiekimą laikinai gali pablogėti vandens kokybė.,Vaidoto g. Nr. 17-51,31-114,Mažoji g. Nr. 2-10,1-11,K. Veverskio g.,Kareivinių g. Z. Gerulaičio g.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30,laikinai nutraukiamas vandens tiekimas.,Kaišiadorių g. 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30,prieš nutraukiant vandens tiekimą tikrinamos vandentiekio sklendės.,Vaidoto g.,Mažoji g.,K. Veverskio g.,Z. Gerulaičio g.,Kareivinių g.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30,"montuojami šuliniai, keičiami liukai ir dangčiai.",Nemuno g. 47,Žemaičių g. 43,Gražinos g. 48,Gedimino g. 22,Tvirtovės al. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30,tikrinami ir plaunami lietaus ir buitinių nuotekų tinklai.,Vilniaus g. 28A,M. Daukšos g. 34A,Taikos pr. 70,Zarasų g. 32,Vaižganto g. 9,Ąžuolyno parkas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30,valomi šuliniai.,Taikos pr. 70,Jonavos g. 164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-29,permontuojamas vandens apskaitos mazgas.,V. Krėvės pr. 58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-29,permontuojamas šulinys.,Kulvos g. 34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-29,tikrinami gaisriniai hidrantai.,Karaliaus Mindaugo pr.,Kaunakiemio g.,Prietilčio g.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-29,remontuojamos buitinių nuotekų tinklo linijos.,Baltų pr. 4,Demokratų g. 45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-29,tikrinami ir  plaunami lietaus ir buitinių nuotekų tinklai.,Kareivinių g. 5,8,J. Žemgulio g. 17,P. Višinskio g. 75A,Spynų g. 4,Rimvydo g. 7,Zarasų g. 32,A. Smetonos al. 57A,Guobų g. 97,Birželio 23 - iosios g. 7,Gedimino g. 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-29,valomi šuliniai.,Taikos pr. 70a,Gedimino g. 22,Guobų g. 97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-25,remontuojamos vandentiekio linijos.,Žuvinto g. 5,Partizanų g. 90,Ašmenos II-oji g. 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-25,tikrinami vandentiekio tinklai.,K. Petrausko g. 15,A. Juozapavičiaus pr. 38; L. Ivinskio g. 106,Žemynos g.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-25,valomi šuliniai.,Varpo g. 2,Laisvės al. 40,Nemuno g. 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-25,tikrinamos vandentiekio sklendės.,Linkuvos g.,Panerių g.,Pilies g.,A. Jakšto g.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-25,tikrinami gaisriniai hidrantai.,Savanorių pr.,Lakajų g.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-25,plaunami lietaus ir buitinių nuotekų tinklai.,Varpo g. 2,Laisvės al. 40,Nemuno g. 12,Širvintų g. 58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-03,tikslinamos vandens nutekėjimo vietos.,Sodų g. 2,K. Donelaičio g. 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-03,remontuojamas šulinys.,V. Putvinskio g. 44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-03,kečiami šulinių liukai ir dangčiai.,Kranto al.,Kranto 10-oji g.,Vaižganto g. 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-03,tikrinami buitinių ir lietaus nuotekų tinklai.,V. Putvinskio g. 65,Kulvos g. 28,Vytauto pr.,Bažnyčios g.,Kalniečių g. 81,R. Kalantos g. 118,Vaidoto g.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-03,valomi šuliniai.,V. Putvinskio g. 65,R. Kalantos g. 118,Vytauto pr.,Bažnyčios g.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
